isin,name,ticker,sector,geography,5y_sharpe
16275,Simulated Security 16275,MXCA,Financials,United States,-1.117219039
16276,Simulated Security 16276,XCAD,Technology,United States,3.417847603
16277,Simulated Security 16277,C,Technology,United States,0.540750278
16278,Simulated Security 16278,A,Technology,United States,4.461934892
16279,Simulated Security 16279,D,Technology,United States,3.444364561
16280,Simulated Security 16280,D,Technology,Canada,4.841164578
16281,Simulated Security 16281,GT,Financials,Canada,0.548334249
16282,Simulated Security 16282,TLS,Industrials,United States,1.030534211
16283,Simulated Security 16283,LSC,Financials,United States,-1.339926179
16284,Simulated Security 16284,SC,Technology,United States,4.7574871
16285,Simulated Security 16285,C,Financials,Canada,-0.178930644
16286,Simulated Security 16286,TI,Industrials,Canada,-1.423162814
16287,Simulated Security 16287,IQT,Financials,Canada,3.60266051
16288,Simulated Security 16288,QTOW,Financials,Canada,-1.234596354
16289,Simulated Security 16289,TOWN,Industrials,United States,-0.995016474
16290,Simulated Security 16290,OWNE,Financials,Canada,8.423931075
16291,Simulated Security 16291,W,Industrials,United States,-0.998835656
16292,Simulated Security 16292,NELM,Technology,Canada,2.961314939
16293,Simulated Security 16293,EL,Industrials,Canada,6.334778949
16294,Simulated Security 16294,LMM,Industrials,Canada,-0.810380913
16295,Simulated Security 16295,MMNP,Industrials,Canada,-0.737201065
16296,Simulated Security 16296,MNPW,Industrials,Canada,1.55596794
16297,Simulated Security 16297,NPWU,Industrials,Canada,3.000961593
16298,Simulated Security 16298,PWUK,Financials,United States,-1.155527783
16299,Simulated Security 16299,WUKQ,Financials,Canada,-1.685566962
16300,Simulated Security 16300,UK,Industrials,United States,70.59140642
16301,Simulated Security 16301,KQM,Financials,Canada,9.300558368
16302,Simulated Security 16302,Q,Industrials,United States,1.099547692
16303,Simulated Security 16303,MBGS,Technology,United States,-2.490872113
16304,Simulated Security 16304,B,Technology,United States,7.477804298
16305,Simulated Security 16305,GS,Financials,Canada,5.808424956
16306,Simulated Security 16306,S,Industrials,United States,-1.588917816
16307,Simulated Security 16307,JCC,Technology,United States,2.01150273
16308,Simulated Security 16308,C,Technology,Canada,5.342187984
16309,Simulated Security 16309,C,Financials,Canada,1.332290479
16310,Simulated Security 16310,SJZ,Industrials,United States,-0.401105773
16311,Simulated Security 16311,JZE,Technology,United States,-2.215022493
16312,Simulated Security 16312,Z,Technology,Canada,-1.521276081
16313,Simulated Security 16313,EO,Industrials,Canada,1.797910081
16314,Simulated Security 16314,OXOZ,Financials,Canada,-0.730450693
16315,Simulated Security 16315,XOZR,Industrials,Canada,2.432586288
16316,Simulated Security 16316,OZRU,Industrials,United States,-1.41296876
16317,Simulated Security 16317,ZRUM,Financials,Canada,110.0372173
16318,Simulated Security 16318,RU,Financials,Canada,2.827149437
16319,Simulated Security 16319,UMZ,Industrials,United States,5.501059925
16320,Simulated Security 16320,MZOK,Technology,Canada,-1.946675382
16321,Simulated Security 16321,ZO,Industrials,Canada,-0.691755391
16322,Simulated Security 16322,OKAU,Industrials,United States,13.24471
16323,Simulated Security 16323,KAU,Technology,Canada,-1.597933245
16324,Simulated Security 16324,A,Financials,Canada,-1.230111266
16325,Simulated Security 16325,UNL,Industrials,Canada,-1.024119363
16326,Simulated Security 16326,NLHP,Industrials,United States,14.70180956
16327,Simulated Security 16327,LHP,Technology,Canada,8.817919773
16328,Simulated Security 16328,HP,Industrials,Canada,3.065005175
16329,Simulated Security 16329,POUP,Industrials,Canada,18.34475261
16330,Simulated Security 16330,OUPY,Financials,Canada,3.763224316
16331,Simulated Security 16331,UPYI,Industrials,Canada,22.51661802
16332,Simulated Security 16332,PYIC,Financials,Canada,-1.787766563
16333,Simulated Security 16333,YIC,Industrials,United States,1.772790642
16334,Simulated Security 16334,ICX,Technology,Canada,-1.65032135
16335,Simulated Security 16335,C,Financials,United States,0.661814469
16336,Simulated Security 16336,XQE,Financials,United States,-0.13817904
16337,Simulated Security 16337,Q,Technology,Canada,5.559690322
16338,Simulated Security 16338,EM,Industrials,United States,-0.360393173
16339,Simulated Security 16339,MUVE,Financials,United States,6.094809984
16340,Simulated Security 16340,U,Financials,United States,-0.501857044
16341,Simulated Security 16341,VE,Technology,Canada,28.53647445
16342,Simulated Security 16342,EI,Industrials,United States,-1.360903788
16343,Simulated Security 16343,IUI,Financials,Canada,-1.302299349
16344,Simulated Security 16344,U,Industrials,Canada,4.444039951
16345,Simulated Security 16345,IUN,Financials,Canada,1.203177859
16346,Simulated Security 16346,UNA,Industrials,United States,4.960069715
16347,Simulated Security 16347,NABX,Technology,United States,8.073981394
16348,Simulated Security 16348,A,Technology,United States,-14.66447322
16349,Simulated Security 16349,B,Financials,Canada,2.001272153
16350,Simulated Security 16350,XP,Industrials,United States,-1.22411965
16351,Simulated Security 16351,PRUF,Financials,United States,-0.844162708
16352,Simulated Security 16352,RU,Financials,United States,0.1924988
16353,Simulated Security 16353,U,Technology,Canada,1.188483939
16354,Simulated Security 16354,FR,Financials,Canada,0.300028941
16355,Simulated Security 16355,RPAE,Industrials,United States,-1.415537592
16356,Simulated Security 16356,PAEV,Technology,United States,37.55200068
16357,Simulated Security 16357,A,Technology,United States,8.685213274
16358,Simulated Security 16358,EV,Financials,United States,-1.836855071
16359,Simulated Security 16359,VE,Technology,United States,2.492499985
16360,Simulated Security 16360,EU,Financials,Canada,-0.12355994
16361,Simulated Security 16361,U,Industrials,United States,0.579783631
16362,Simulated Security 16362,OGEN,Technology,United States,1.16581851
16363,Simulated Security 16363,GE,Technology,Canada,4.258285538
16364,Simulated Security 16364,EN,Industrials,United States,1.064919633
16365,Simulated Security 16365,NWIM,Financials,Canada,2.082265826
16366,Simulated Security 16366,W,Industrials,Canada,221.8231716
16367,Simulated Security 16367,IMD,Industrials,United States,3.675767258
16368,Simulated Security 16368,MDVO,Technology,Canada,-0.906854913
16369,Simulated Security 16369,D,Financials,Canada,-4.370242181
16370,Simulated Security 16370,VOF,Industrials,United States,1.67893679
16371,Simulated Security 16371,OFZX,Technology,United States,1.591834059
16372,Simulated Security 16372,FZ,Technology,United States,-0.960295322
16373,Simulated Security 16373,ZX,Financials,United States,30.19791656
16374,Simulated Security 16374,XQ,Financials,United States,-1.364966515
16375,Simulated Security 16375,Q,Technology,United States,0.680116482
16376,Simulated Security 16376,C,Technology,Canada,-1.323688455
16377,Simulated Security 16377,C,Financials,United States,-0.519424575
16378,Simulated Security 16378,VTV,Financials,Canada,-1.419836474
16379,Simulated Security 16379,T,Financials,Canada,4.896707804
16380,Simulated Security 16380,VMNP,Industrials,Canada,-1.036068648
16381,Simulated Security 16381,MNPU,Industrials,Canada,6.46691882
16382,Simulated Security 16382,NPUZ,Industrials,Canada,-2.007156014
16383,Simulated Security 16383,PUZW,Financials,United States,-0.024971976
16384,Simulated Security 16384,UZW,Financials,Canada,7.796120033
16385,Simulated Security 16385,Z,Financials,United States,-0.287691161
16386,Simulated Security 16386,WSU,Financials,United States,5.279578185
16387,Simulated Security 16387,S,Financials,United States,-0.346189134
16388,Simulated Security 16388,U,Technology,Canada,1.717785725
16389,Simulated Security 16389,A,Industrials,Canada,-0.417872511
16390,Simulated Security 16390,NNUL,Industrials,Canada,7.622033941
16391,Simulated Security 16391,NULI,Financials,Canada,6.311972252
16392,Simulated Security 16392,ULIP,Industrials,Canada,7.202744693
16393,Simulated Security 16393,LIP,Industrials,Canada,-0.721716478
16394,Simulated Security 16394,IPI,Industrials,Canada,1.347865339
16395,Simulated Security 16395,PIRD,Industrials,United States,1.789012357
16396,Simulated Security 16396,IRD,Financials,United States,3.390884342
16397,Simulated Security 16397,RD,Technology,Canada,-2.128657522
16398,Simulated Security 16398,D,Industrials,Canada,-0.937556377
16399,Simulated Security 16399,MKMU,Industrials,Canada,9.489523198
16400,Simulated Security 16400,KMU,Industrials,Canada,0.704300916
16401,Simulated Security 16401,MUJI,Financials,Canada,-0.738494183
16402,Simulated Security 16402,UJI,Industrials,Canada,4.08186545
16403,Simulated Security 16403,JIK,Industrials,Canada,7.886375439
16404,Simulated Security 16404,IKO,Industrials,Canada,-1.295483455
16405,Simulated Security 16405,KOR,Industrials,Canada,-0.104161613
16406,Simulated Security 16406,ORDD,Financials,United States,-1.124048349
16407,Simulated Security 16407,RDDZ,Technology,United States,0.449234224
16408,Simulated Security 16408,D,Technology,United States,6.92551458
16409,Simulated Security 16409,D,Technology,Canada,-4.621890349
16410,Simulated Security 16410,Z,Industrials,Canada,-0.099376501
16411,Simulated Security 16411,IMM,Industrials,Canada,3.247590111
16412,Simulated Security 16412,MMJJ,Industrials,Canada,6.462564603
16413,Simulated Security 16413,MJJR,Industrials,Canada,0.792551987
16414,Simulated Security 16414,JJR,Industrials,United States,-0.35051949
16415,Simulated Security 16415,JRU,Financials,United States,0.521322038
16416,Simulated Security 16416,R,Financials,Canada,-1.271387755
16417,Simulated Security 16417,U,Financials,Canada,6.155068142
16418,Simulated Security 16418,ZSUI,Financials,United States,-1.217881433
16419,Simulated Security 16419,SUI,Financials,Canada,24.74998524
16420,Simulated Security 16420,U,Industrials,United States,-1.056485403
16421,Simulated Security 16421,IGS,Technology,Canada,-2.49156686
16422,Simulated Security 16422,GS,Financials,United States,0.314999491
16423,Simulated Security 16423,STJL,Financials,Canada,0.767857801
16424,Simulated Security 16424,TJ,Industrials,Canada,9.783627007
16425,Simulated Security 16425,JLJ,Industrials,Canada,-1.368869823
16426,Simulated Security 16426,LJO,Industrials,Canada,2.203247794
16427,Simulated Security 16427,JOU,Industrials,Canada,0.401569044
16428,Simulated Security 16428,OUTJ,Financials,Canada,-1.090438882
16429,Simulated Security 16429,UTJ,Financials,Canada,5.928382383
16430,Simulated Security 16430,TJM,Industrials,Canada,0.788166242
16431,Simulated Security 16431,JMS,Industrials,Canada,8.578105942
16432,Simulated Security 16432,MSNZ,Financials,Canada,-2.500324261
16433,Simulated Security 16433,SNZ,Industrials,United States,4.809553172
16434,Simulated Security 16434,NZFX,Technology,United States,0.618038644
16435,Simulated Security 16435,ZF,Technology,United States,5.30112412
16436,Simulated Security 16436,FX,Financials,United States,6.985441861
16437,Simulated Security 16437,X,Technology,Canada,4.317666977
16438,Simulated Security 16438,C,Industrials,Canada,3.057809439
16439,Simulated Security 16439,JKG,Industrials,United States,5.466405846
16440,Simulated Security 16440,KGR,Technology,United States,2.497991596
16441,Simulated Security 16441,GR,Financials,United States,4.757560624
16442,Simulated Security 16442,R,Technology,Canada,-1.501093066
16443,Simulated Security 16443,GP,Industrials,Canada,-1.181583754
16444,Simulated Security 16444,PWFA,Financials,United States,-1.055065993
16445,Simulated Security 16445,WFAK,Technology,United States,2.237630735
16446,Simulated Security 16446,FA,Technology,Canada,2.000233092
16447,Simulated Security 16447,A,Industrials,Canada,0.347935328
16448,Simulated Security 16448,KPC,Industrials,United States,0.243013369
16449,Simulated Security 16449,PCIC,Technology,Canada,31.72135365
16450,Simulated Security 16450,C,Industrials,United States,-0.804386451
16451,Simulated Security 16451,ICH,Technology,United States,6.861571942
16452,Simulated Security 16452,C,Technology,United States,5.629774215
16453,Simulated Security 16453,HE,Technology,United States,-0.269806979
16454,Simulated Security 16454,EZ,Technology,United States,0.887266374
16455,Simulated Security 16455,ZU,Financials,Canada,1.461548094
16456,Simulated Security 16456,UO,Industrials,Canada,-1.073998748
16457,Simulated Security 16457,OPXR,Industrials,United States,-1.582664647
16458,Simulated Security 16458,PXRL,Financials,United States,-0.788527814
16459,Simulated Security 16459,X,Financials,Canada,-0.929247607
16460,Simulated Security 16460,R,Industrials,Canada,6.084562753
16461,Simulated Security 16461,LNA,Industrials,United States,2.533014111
16462,Simulated Security 16462,NACZ,Technology,United States,0.866536381
16463,Simulated Security 16463,A,Technology,Canada,11.10820186
16464,Simulated Security 16464,C,Industrials,United States,8.060391363
16465,Simulated Security 16465,ZAFJ,Technology,United States,6.449283671
16466,Simulated Security 16466,A,Technology,Canada,-1.291209886
16467,Simulated Security 16467,FJ,Industrials,United States,2.075532864
16468,Simulated Security 16468,JGX,Technology,United States,1.773774806
16469,Simulated Security 16469,GX,Financials,Canada,1.88997765
16470,Simulated Security 16470,X,Industrials,Canada,23.71020291
16471,Simulated Security 16471,JNG,Industrials,United States,-0.298969053
16472,Simulated Security 16472,NGPZ,Technology,Canada,0.367806384
16473,Simulated Security 16473,GP,Industrials,United States,-0.804742273
16474,Simulated Security 16474,PZYG,Technology,United States,6.687283281
16475,Simulated Security 16475,ZY,Technology,United States,-0.84574252
16476,Simulated Security 16476,YG,Technology,United States,-0.418321996
16477,Simulated Security 16477,GD,Technology,Canada,-1.033490874
16478,Simulated Security 16478,D,Industrials,United States,7.913814948
16479,Simulated Security 16479,OXVS,Financials,Canada,6.958224142
16480,Simulated Security 16480,XV,Financials,Canada,2.693078484
16481,Simulated Security 16481,VSJ,Financials,Canada,-1.2428198
16482,Simulated Security 16482,SJH,Industrials,United States,-0.965346864
16483,Simulated Security 16483,JHG,Technology,United States,2.946255021
16484,Simulated Security 16484,HG,Technology,Canada,-1.187387884
16485,Simulated Security 16485,GJ,Industrials,United States,12.74260524
16486,Simulated Security 16486,JZM,Financials,Canada,13.5914152
16487,Simulated Security 16487,ZM,Industrials,Canada,74.97582499
16488,Simulated Security 16488,MKXO,Industrials,United States,1.407645415
16489,Simulated Security 16489,KXO,Financials,Canada,-2.511376506
16490,Simulated Security 16490,X,Industrials,Canada,4.49451928
16491,Simulated Security 16491,OLMJ,Industrials,Canada,4.651390881
16492,Simulated Security 16492,LMJ,Industrials,Canada,14.19581508
16493,Simulated Security 16493,MJLC,Industrials,Canada,-0.40237543
16494,Simulated Security 16494,JLC,Industrials,United States,2.391026851
16495,Simulated Security 16495,LCH,Technology,United States,0.185214748
16496,Simulated Security 16496,C,Technology,Canada,-1.659187088
16497,Simulated Security 16497,HM,Industrials,Canada,3.289703948
16498,Simulated Security 16498,MTDJ,Financials,United States,-1.089957059
16499,Simulated Security 16499,TDJK,Technology,Canada,4.217021342
16500,Simulated Security 16500,D,Industrials,Canada,8.815699439
16501,Simulated Security 16501,JKQ,Industrials,United States,0.010526734
16502,Simulated Security 16502,KQS,Financials,Canada,5.939654267
16503,Simulated Security 16503,Q,Financials,United States,1.20349945
16504,Simulated Security 16504,SFN,Technology,Canada,8.51203424
16505,Simulated Security 16505,FN,Industrials,United States,-2.062484997
16506,Simulated Security 16506,NQZR,Financials,United States,-2.338338583
16507,Simulated Security 16507,QZ,Technology,Canada,-1.63949428
16508,Simulated Security 16508,Z,Financials,Canada,-1.287918616
16509,Simulated Security 16509,RKM,Industrials,Canada,4.504735069
16510,Simulated Security 16510,KMA,Industrials,United States,0.434788867
16511,Simulated Security 16511,MATM,Technology,United States,2.146509902
16512,Simulated Security 16512,A,Financials,Canada,1.400153056
16513,Simulated Security 16513,T,Industrials,Canada,27.24572724
16514,Simulated Security 16514,MXES,Financials,United States,0.297250738
16515,Simulated Security 16515,XESN,Technology,United States,-1.621015839
16516,Simulated Security 16516,ES,Financials,Canada,-0.948900099
16517,Simulated Security 16517,SN,Industrials,Canada,0.030690407
16518,Simulated Security 16518,NNPR,Industrials,Canada,-0.384290026
16519,Simulated Security 16519,NPRD,Industrials,United States,0.998506149
16520,Simulated Security 16520,PRDQ,Financials,United States,2.578334453
16521,Simulated Security 16521,R,Technology,United States,3.149951181
16522,Simulated Security 16522,D,Financials,United States,7.6793371
16523,Simulated Security 16523,Q,Financials,United States,-1.737548171
16524,Simulated Security 16524,R,Technology,Canada,14.76964764
16525,Simulated Security 16525,B,Industrials,United States,-1.312346084
16526,Simulated Security 16526,LFH,Technology,United States,-0.193578655
16527,Simulated Security 16527,FH,Technology,Canada,-0.915008009
16528,Simulated Security 16528,HK,Industrials,United States,20.74845947
16529,Simulated Security 16529,KBK,Technology,Canada,1.494366937
16530,Simulated Security 16530,B,Industrials,Canada,0.981621232
16531,Simulated Security 16531,KSL,Financials,Canada,8.266279477
16532,Simulated Security 16532,SLH,Industrials,United States,33.65475028
16533,Simulated Security 16533,LHI,Technology,Canada,3.817603035
16534,Simulated Security 16534,HI,Industrials,United States,-1.587870387
16535,Simulated Security 16535,IAR,Technology,United States,3.693397658
16536,Simulated Security 16536,A,Financials,Canada,0.050632934
16537,Simulated Security 16537,RI,Industrials,Canada,-0.846208915
16538,Simulated Security 16538,IYY,Financials,United States,-1.378458045
16539,Simulated Security 16539,YYGK,Financials,United States,13.8998479
16540,Simulated Security 16540,YG,Technology,Canada,-1.431294584
16541,Simulated Security 16541,GK,Industrials,United States,0.553315967
16542,Simulated Security 16542,KGE,Technology,United States,17.04607655
16543,Simulated Security 16543,GE,Technology,United States,6.2005143
16544,Simulated Security 16544,EA,Technology,United States,-1.864074551
16545,Simulated Security 16545,A,Financials,Canada,-35.36903328
16546,Simulated Security 16546,XO,Industrials,United States,-0.316237641
16547,Simulated Security 16547,OAGR,Technology,United States,-0.87908709
16548,Simulated Security 16548,A,Technology,United States,-1.006946402
16549,Simulated Security 16549,GR,Financials,Canada,14.31412279
16550,Simulated Security 16550,R,Industrials,Canada,0.732692241
16551,Simulated Security 16551,MTGJ,Financials,United States,1.360638302
16552,Simulated Security 16552,TGJF,Technology,Canada,7.441719729
16553,Simulated Security 16553,GJ,Industrials,United States,0.246311965
16554,Simulated Security 16554,JFT,Technology,Canada,5.18454708
16555,Simulated Security 16555,FT,Financials,Canada,0.016331602
16556,Simulated Security 16556,TOH,Industrials,United States,8.110831765
16557,Simulated Security 16557,OHRQ,Technology,United States,2.692255828
16558,Simulated Security 16558,HR,Financials,United States,0.774948945
16559,Simulated Security 16559,RQ,Financials,Canada,-0.976823767
16560,Simulated Security 16560,Q,Industrials,United States,-1.023254333
16561,Simulated Security 16561,KRR,Financials,Canada,1.889675503
16562,Simulated Security 16562,R,Financials,Canada,5.350295821
16563,Simulated Security 16563,RJHR,Industrials,United States,4.485896143
16564,Simulated Security 16564,JHR,Technology,Canada,0.266458921
16565,Simulated Security 16565,HR,Financials,United States,-2.577246764
16566,Simulated Security 16566,RFJA,Technology,Canada,-1.634483167
16567,Simulated Security 16567,FJ,Industrials,United States,0.044521321
16568,Simulated Security 16568,JAL,Technology,Canada,-2.315121037
16569,Simulated Security 16569,A,Industrials,Canada,7.849989379
16570,Simulated Security 16570,LWL,Financials,Canada,-2.401472883
16571,Simulated Security 16571,WLZR,Industrials,United States,-1.315822241
16572,Simulated Security 16572,LZR,Financials,United States,0.013448197
16573,Simulated Security 16573,ZR,Financials,Canada,5.754500806
16574,Simulated Security 16574,R,Industrials,Canada,10.96977282
16575,Simulated Security 16575,MNJJ,Industrials,Canada,-1.289623337
16576,Simulated Security 16576,NJJP,Industrials,Canada,-1.739406945
16577,Simulated Security 16577,JJP,Industrials,Canada,3.7586862
16578,Simulated Security 16578,JPH,Industrials,United States,-1.512376683
16579,Simulated Security 16579,PHXG,Technology,Canada,-0.509347263
16580,Simulated Security 16580,HX,Financials,United States,4.867082926
16581,Simulated Security 16581,XGWB,Technology,Canada,-0.906216523
16582,Simulated Security 16582,GW,Financials,United States,-0.780135585
16583,Simulated Security 16583,WBA,Technology,United States,-1.786693812
16584,Simulated Security 16584,B,Technology,United States,6.535953235
16585,Simulated Security 16585,A,Financials,United States,0.40477503
16586,Simulated Security 16586,R,Technology,Canada,-0.870294818
16587,Simulated Security 16587,HP,Industrials,Canada,-1.926849132
16588,Simulated Security 16588,PVTX,Financials,Canada,3.972749551
16589,Simulated Security 16589,VTXJ,Financials,Canada,1.579449964
16590,Simulated Security 16590,TXJD,Financials,Canada,0.191821555
16591,Simulated Security 16591,XJD,Industrials,United States,19.01628925
16592,Simulated Security 16592,JDR,Technology,Canada,-2.034922868
16593,Simulated Security 16593,D,Financials,Canada,0.588165225
16594,Simulated Security 16594,RJMA,Industrials,Canada,26.89099362
16595,Simulated Security 16595,JMA,Industrials,United States,11.85913636
16596,Simulated Security 16596,MADS,Technology,United States,0.233349083
16597,Simulated Security 16597,A,Technology,Canada,-1.597064122
16598,Simulated Security 16598,D,Financials,Canada,-0.50588092
16599,Simulated Security 16599,SIMU,Industrials,Canada,2.965119613
16600,Simulated Security 16600,IMU,Industrials,Canada,-0.698493823
16601,Simulated Security 16601,MUUQ,Financials,United States,0.461640784
16602,Simulated Security 16602,UUQS,Financials,United States,-0.138400984
16603,Simulated Security 16603,U,Financials,United States,15.13411624
16604,Simulated Security 16604,Q,Financials,United States,-1.047169473
16605,Simulated Security 16605,S,Technology,United States,0.010950331
16606,Simulated Security 16606,Z,Technology,United States,104.2444376
16607,Simulated Security 16607,ET,Financials,Canada,9.595617061
16608,Simulated Security 16608,T,Industrials,United States,-0.847021639
16609,Simulated Security 16609,OYIA,Financials,Canada,4.516085323
16610,Simulated Security 16610,YI,Industrials,United States,8.852684982
16611,Simulated Security 16611,IAT,Technology,Canada,2.015523646
16612,Simulated Security 16612,A,Financials,United States,1.415531385
16613,Simulated Security 16613,TDL,Technology,Canada,2.584325787
16614,Simulated Security 16614,D,Industrials,United States,0.685010076
16615,Simulated Security 16615,LSE,Financials,United States,12.77824188
16616,Simulated Security 16616,S,Technology,Canada,-0.850846216
16617,Simulated Security 16617,EN,Industrials,Canada,-1.325754231
16618,Simulated Security 16618,NVWO,Financials,Canada,-0.624730548
16619,Simulated Security 16619,VWOA,Financials,Canada,-1.416297441
16620,Simulated Security 16620,WOAC,Industrials,United States,-0.130232986
16621,Simulated Security 16621,OACQ,Technology,United States,14.32171182
16622,Simulated Security 16622,A,Technology,Canada,2.568553326
16623,Simulated Security 16623,C,Financials,United States,0.491900125
16624,Simulated Security 16624,QHHI,Technology,United States,-0.621337204
16625,Simulated Security 16625,HH,Technology,Canada,-2.065425467
16626,Simulated Security 16626,HI,Industrials,Canada,7.001122624
16627,Simulated Security 16627,ILU,Industrials,Canada,0.42630322
16628,Simulated Security 16628,LUF,Financials,United States,-1.572878069
16629,Simulated Security 16629,UFQR,Technology,Canada,3.350439899
16630,Simulated Security 16630,FQ,Financials,Canada,-3.212486018
16631,Simulated Security 16631,QRDB,Financials,United States,-1.107179002
16632,Simulated Security 16632,RDB,Technology,United States,0.510874335
16633,Simulated Security 16633,D,Technology,Canada,-2.469603588
16634,Simulated Security 16634,B,Industrials,United States,3.246003159
16635,Simulated Security 16635,NTCR,Financials,United States,4.311301831
16636,Simulated Security 16636,TC,Technology,United States,2.460814528
16637,Simulated Security 16637,C,Financials,Canada,1.548982538
16638,Simulated Security 16638,RL,Industrials,United States,48.81169158
16639,Simulated Security 16639,LCQ,Technology,United States,-1.286295894
16640,Simulated Security 16640,C,Financials,United States,-1.62212806
16641,Simulated Security 16641,QV,Financials,Canada,-1.283748896
16642,Simulated Security 16642,V,Industrials,United States,-1.259450591
16643,Simulated Security 16643,KGQ,Technology,United States,1.16557872
16644,Simulated Security 16644,GQ,Financials,Canada,9.721318548
16645,Simulated Security 16645,QY,Industrials,United States,2.552783305
16646,Simulated Security 16646,YWC,Financials,United States,9.34948129
16647,Simulated Security 16647,WC,Technology,Canada,1.084130293
16648,Simulated Security 16648,C,Industrials,United States,1.160900938
16649,Simulated Security 16649,ODAT,Technology,United States,2.118178728
16650,Simulated Security 16650,D,Technology,United States,4.958236181
16651,Simulated Security 16651,A,Financials,United States,-3.809056108
16652,Simulated Security 16652,T,Technology,Canada,4.678695412
16653,Simulated Security 16653,GN,Industrials,Canada,-0.061361104
16654,Simulated Security 16654,NLMD,Industrials,Canada,7.391558693
16655,Simulated Security 16655,LMD,Industrials,United States,-1.164853178
16656,Simulated Security 16656,MDVU,Technology,United States,9.741520913
16657,Simulated Security 16657,D,Financials,United States,3.153837211
16658,Simulated Security 16658,V,Financials,Canada,-1.441656849
16659,Simulated Security 16659,U,Financials,Canada,17.48481797
16660,Simulated Security 16660,RIDH,Industrials,United States,-1.34400497
16661,Simulated Security 16661,IDH,Technology,United States,1.289540283
16662,Simulated Security 16662,D,Technology,United States,-1.305371856
16663,Simulated Security 16663,HR,Financials,Canada,0.519958389
16664,Simulated Security 16664,RO,Industrials,United States,5.672390772
16665,Simulated Security 16665,OCMA,Technology,Canada,12.97511589
16666,Simulated Security 16666,C,Industrials,United States,3.401271569
16667,Simulated Security 16667,MAXL,Technology,United States,-2.25370523
16668,Simulated Security 16668,A,Financials,Canada,-1.212654411
16669,Simulated Security 16669,XL,Industrials,United States,4.309865543
16670,Simulated Security 16670,LWP,Financials,Canada,1.105068919
16671,Simulated Security 16671,W,Industrials,United States,10.07197963
16672,Simulated Security 16672,PAFD,Technology,United States,-0.166465412
16673,Simulated Security 16673,A,Technology,United States,-4.747839549
16674,Simulated Security 16674,FD,Technology,Canada,1.250188616
16675,Simulated Security 16675,D,Industrials,United States,1.049267354
16676,Simulated Security 16676,JCP,Technology,Canada,16.63759298
16677,Simulated Security 16677,C,Industrials,United States,-1.265616506
16678,Simulated Security 16678,PEVK,Technology,Canada,2.035287982
16679,Simulated Security 16679,EV,Financials,Canada,0.812270903
16680,Simulated Security 16680,VKSY,Industrials,United States,1.916482237
16681,Simulated Security 16681,KSY,Financials,United States,-1.656268272
16682,Simulated Security 16682,S,Financials,United States,12.86385031
16683,Simulated Security 16683,YZ,Financials,United States,0.231464613
16684,Simulated Security 16684,Z,Technology,Canada,2.985378187
16685,Simulated Security 16685,C,Industrials,Canada,-1.206370611
16686,Simulated Security 16686,OSYS,Financials,Canada,12.35072254
16687,Simulated Security 16687,SYS,Industrials,Canada,-1.155674762
16688,Simulated Security 16688,YSXS,Financials,Canada,4.779390674
16689,Simulated Security 16689,SXS,Financials,Canada,-1.645646834
16690,Simulated Security 16690,XSM,Financials,Canada,-1.425353769
16691,Simulated Security 16691,SMXG,Industrials,United States,2.298300747
16692,Simulated Security 16692,MXGK,Financials,United States,1.390208372
16693,Simulated Security 16693,XG,Technology,Canada,-0.739564337
16694,Simulated Security 16694,GK,Industrials,Canada,-1.151514851
16695,Simulated Security 16695,KIB,Industrials,United States,5.516142066
16696,Simulated Security 16696,IBT,Technology,Canada,1.868429504
16697,Simulated Security 16697,B,Financials,United States,3.185519932
16698,Simulated Security 16698,TQP,Financials,Canada,11.93617076
16699,Simulated Security 16699,QP,Industrials,Canada,2.915966152
16700,Simulated Security 16700,POUE,Industrials,Canada,-0.28055528
16701,Simulated Security 16701,OUEU,Financials,United States,0.18974568
16702,Simulated Security 16702,UEU,Technology,Canada,-1.625314805
16703,Simulated Security 16703,EU,Financials,Canada,0.805521177
16704,Simulated Security 16704,UZFN,Industrials,United States,5.500345722
16705,Simulated Security 16705,ZFN,Technology,Canada,-1.291844631
16706,Simulated Security 16706,FN,Industrials,Canada,-2.766398681
16707,Simulated Security 16707,NOKA,Industrials,Canada,11.47999758
16708,Simulated Security 16708,OKAX,Industrials,United States,2.339140145
16709,Simulated Security 16709,KAX,Technology,Canada,13.55790307
16710,Simulated Security 16710,A,Financials,Canada,1.088187265
16711,Simulated Security 16711,XTY,Financials,Canada,1.779420176
16712,Simulated Security 16712,TYL,Industrials,Canada,-1.550686818
16713,Simulated Security 16713,YLGI,Industrials,United States,0.578134008
16714,Simulated Security 16714,LGI,Technology,Canada,-0.131751485
16715,Simulated Security 16715,GI,Industrials,United States,-2.0521491
16716,Simulated Security 16716,IRS,Financials,United States,15.72138489
16717,Simulated Security 16717,R,Financials,Canada,10.42075917
16718,Simulated Security 16718,S,Financials,United States,5.226959211
16719,Simulated Security 16719,UYI,Financials,Canada,-1.365049965
16720,Simulated Security 16720,YI,Industrials,Canada,2.655051801
16721,Simulated Security 16721,IXQ,Financials,Canada,13.38245677
16722,Simulated Security 16722,XQCE,Financials,United States,-1.155509271
16723,Simulated Security 16723,QCEB,Technology,United States,-1.078241616
16724,Simulated Security 16724,C,Technology,United States,3.217371837
16725,Simulated Security 16725,EB,Technology,United States,-2.782702605
